Date, Time (UTC), Azimuth (°), Elevation (°), Distance (km)
14/07/26,08:24,33.4780858432,-37.1647807865,2314673.12872
14/07/26,08:36,36.6424451698,-35.7323255058,2313232.44803
14/07/26,08:48,39.6702690406,-34.1913184062,2311779.62425
14/07/26,09:00,42.5643547351,-32.5507017837,2310315.10309
14/07/26,09:12,45.3292213955,-30.8189606174,2308838.99837
14/07/26,09:24,47.9706190798,-29.0040810344,2307352.16225
14/07/26,09:36,50.4951187995,-27.1135169922,2305854.30478
14/07/26,09:48,52.9128841698,-25.151603742,2304346.92677
14/07/26,10:00,55.225154011,-23.1297141188,2302829.47848
14/07/26,10:12,57.4426327418,-21.0511775077,2301303.60912
14/07/26,10:24,59.57279783,-18.9213128196,2299769.28695
14/07/26,10:36,61.6230031157,-16.7449674903,2298227.18204
14/07/26,10:48,63.6004204942,-14.5265526472,2296678.05169
14/07/26,11:00,65.5119863495,-12.2700942874,2295122.51838
14/07/26,11:12,67.3643948723,-9.97926266321,2293560.94603
14/07/26,11:24,69.1663504499,-7.65445196514,2291994.28393
14/07/26,11:36,70.9194903548,-5.30469563286,2290423.35846
14/07/26,11:48,72.632166665,-2.92988870635,2288848.99137
14/07/26,12:00,74.3102339672,-0.532660449604,2287271.51741
14/07/26,12:12,75.9594130311,1.88453954346,2285691.66368
14/07/26,12:24,77.5853485924,4.31941236893,2284110.71697
14/07/26,12:36,79.1936218993,6.76977545823,2282528.64474
14/07/26,12:48,80.7919249126,9.23677941277,2280946.5742
14/07/26,13:00,82.3818456158,11.7120617101,2279365.39383
14/07/26,13:12,83.9713011154,14.1968684042,2277785.72512
14/07/26,13:24,85.5663545929,16.6892769778,2276208.11843
14/07/26,13:36,87.1733974227,19.1873808538,2274633.8317
14/07/26,13:48,88.7992432506,21.6892662878,2273062.90141
14/07/26,14:00,90.4512221419,24.1929275756,2271496.47704
14/07/26,14:12,92.1373353107,26.6962742479,2269935.13489
14/07/26,14:24,93.8686725681,29.2003051767,2268379.39664
14/07/26,14:36,95.6506576069,31.6961583555,2266830.46219
14/07/26,14:48,97.4966116467,34.1844262016,2265288.29709
14/07/26,15:00,99.4191968879,36.6621398968,2263754.36678
14/07/26,15:12,101.43294809,39.1259418988,2262228.66824
14/07/26,15:24,103.554677196,41.5719539701,2260711.85912
14/07/26,15:36,105.804018046,43.9956932865,2259204.51242
14/07/26,15:48,108.207137205,46.3949014875,2257707.32857
14/07/26,16:00,110.784925607,48.7570377584,2256220.80648
14/07/26,16:12,113.572250096,51.0775466719,2254745.55278
14/07/26,16:24,116.606649811,53.3471000192,2253281.29321
14/07/26,16:36,119.93218503,55.554272341,2251829.75838
14/07/26,16:48,123.599907744,57.6849838928,2250390.49605
14/07/26,17:00,127.667838514,59.7218537642,2248963.53305
14/07/26,17:12,132.199618955,61.6434894876,2247550.15569
14/07/26,17:24,137.267748297,63.4260274584,2246149.59178
14/07/26,17:36,142.919139794,65.0335711535,2244763.0679
14/07/26,17:48,149.20156658,66.4323263899,2243390.05147
14/07/26,18:00,156.119679702,67.5824128009,2242031.29436
14/07/26,18:12,163.619843458,68.4433780611,2240686.50319
14/07/26,18:24,171.574124534,68.9792254003,2239355.90577
14/07/26,18:36,179.780962418,69.1645583137,2238040.23766
14/07/26,18:48,188.002308291,68.9895403623,2236738.12341
14/07/26,19:00,195.967335477,68.4634285799,2235450.55104
14/07/26,19:12,203.483223054,67.6111814212,2234177.58307
14/07/26,19:24,210.419698784,66.4685429139,2232918.44158
14/07/26,19:36,216.720978123,65.0759069085,2231673.29428
14/07/26,19:48,222.390303177,63.4731973675,2230441.95811
14/07/26,20:00,227.468462722,61.6967317342,2229224.56347
14/07/26,20:12,232.014980091,59.7779339958,2228020.23497
14/07/26,20:24,236.100427708,57.7403267412,2226829.22116
14/07/26,20:36,239.778120061,55.6106805893,2225650.842
14/07/26,20:48,243.111797754,53.4039552156,2224484.85108
14/07/26,21:00,246.152754084,51.134303068,2223331.12622
14/07/26,21:12,248.945259863,48.8131974113,2222188.65679
14/07/26,21:24,251.526990996,46.4500613005,2221057.7353
14/07/26,21:36,253.930018173,44.052574618,2219936.97671
14/07/26,21:48,256.184336179,41.6239680091,2218826.71781
14/07/26,22:00,258.307249166,39.1758325367,2217726.14522
14/07/26,22:12,260.321415426,36.709621753,2216634.46334
14/07/26,22:24,262.243778377,34.2291616147,2215551.06619
14/07/26,22:36,264.088899174,31.7378594226,2214475.86441
14/07/26,22:48,265.869500215,29.2386557913,2213407.37776
14/07/26,23:00,267.596751262,26.7341748593,2212345.59852
14/07/26,23:12,269.28051381,24.2268654767,2211289.62294
14/07/26,23:24,270.931778489,21.7156841516,2210239.19748
14/07/26,23:36,272.554304542,19.2091826177,2209193.08182
14/07/26,23:48,274.157606471,16.7060885184,2208150.38458
14/07/27,00:00,275.748469942,14.2083694668,2207110.67759
14/07/27,00:12,277.33332031,11.7178607927,2206073.48165
14/07/27,00:24,278.918207039,9.23650170716,2205037.47056
14/07/27,00:36,280.509012446,6.76615086867,2204002.71724
14/07/27,00:48,282.113481163,4.30568625583,2202968.39438
14/07/27,01:00,283.733151655,1.8634077788,2201932.60385
14/07/27,01:12,285.375651442,-0.561668962076,2200895.70914
14/07/27,01:24,287.0466407,-2.96729996031,2199856.46068
14/07/27,01:36,288.75186931,-5.35108241683,2198814.46018
14/07/27,01:48,290.497177391,-7.71038571474,2197768.65716
14/07/27,02:00,292.288641083,-10.0424385881,2196718.60843
14/07/27,02:12,294.13248055,-12.3441456422,2195663.46529
14/07/27,02:24,296.037719446,-14.6151205904,2194602.86052
14/07/27,02:36,298.006179933,-16.8458591711,2193535.65845
14/07/27,02:48,300.047320012,-19.0353473985,2192461.25993
14/07/27,03:00,302.168365982,-21.1791778593,2191379.3601
14/07/27,03:12,304.376847772,-23.2725840692,2190289.2477
14/07/27,03:24,306.680374131,-25.3102596716,2189190.11318
14/07/27,03:36,309.086712619,-27.2864624064,2188081.38873
14/07/27,03:48,311.606793965,-29.1972467589,2186962.99692
14/07/27,04:00,314.24162002,-31.0308644541,2185834.04751
14/07/27,04:12,317.001253546,-32.7823324705,2184694.01564
14/07/27,04:24,319.891831915,-34.4436400283,2183542.55271
14/07/27,04:36,322.918307953,-36.0062404864,2182378.98834
14/07/27,04:48,326.083975497,-37.4611146423,2181203.41976
14/07/27,05:00,329.390006131,-38.7988993251,2180015.29013
14/07/27,05:12,332.834875104,-40.0100211463,2178814.19577
14/07/27,05:24,336.418554048,-41.0862150408,2177600.11744
14/07/27,05:36,340.123481295,-42.0154381482,2176372.38284
14/07/27,05:48,343.941872783,-42.7904619399,2175131.0167
14/07/27,06:00,347.857420956,-43.4035050734,2173875.76175
14/07/27,06:12,351.850040142,-43.8480495526,2172606.56568
14/07/27,06:24,355.896384003,-44.1191571508,2171323.42866
14/07/27,06:36,359.9706754,-44.2137144027,2170026.1427
14/07/27,06:48,4.05111548361,-44.1304050019,2168714.91831
14/07/27,07:00,8.10014045417,-43.8704267649,2167388.76754
14/07/27,07:12,12.0971371773,-43.4367789901,2166049.65155
14/07/27,07:24,16.0185642022,-42.8342990736,2164695.58459
14/07/27,07:36,19.8441097288,-42.0694347129,2163328.42737
14/07/27,07:48,23.5572482609,-41.1498944455,2161947.18944
14/07/27,08:00,27.1454408289,-40.0843379784,2160552.84825
14/07/27,08:12,30.6000940238,-38.882020444,2159145.17581
14/07/27,08:24,33.9204411331,-37.5507098093,2157724.36488
14/07/27,08:36,37.0962956943,-36.1034083268,2156290.95984
14/07/27,08:48,40.1330385399,-34.5478656614,2154845.38026
14/07/27,09:00,43.033830594,-32.8931429982,2153388.17752
14/07/27,09:12,45.8035630956,-31.1478139291,2151919.18651
14/07/27,09:24,48.4483006276,-29.3199357353,2150439.17345
14/07/27,09:36,50.9749536329,-27.4170022281,2148948.99012
14/07/27,09:48,53.3939435626,-25.4433639376,2147448.45696
14/07/27,10:00,55.7067813864,-23.4104267591,2145938.50626
14/07/27,10:12,57.9243642749,-21.3215202318,2144419.83628
14/07/27,10:24,60.054345667,-19.1819689504,2142892.72825
14/07/27,10:36,62.1042672422,-16.9965836278,2141357.82705
14/07/27,10:48,64.081416959,-14.7697733837,2139815.92852
14/07/27,11:00,65.9928512444,-12.5055532091,2138267.87288
14/07/27,11:12,67.8453444541,-10.207594857,2136713.70504
14/07/27,11:24,69.647719382,-7.87622745991,2135154.08354
14/07/27,11:36,71.4016632384,-5.52052146601,2133590.68914
14/07/27,11:48,73.1156083517,-3.14032734377,2132023.55133
14/07/27,12:00,74.7954602388,-0.738279788737,2130453.67832
14/07/27,12:12,76.4470009084,1.68318850036,2128881.28422
14/07/27,12:24,78.0759144281,4.12177238173,2127307.32002
14/07/27,12:36,79.687874533,6.57533575956,2125733.02153
14/07/27,12:48,81.2905889689,9.04498155197,2124158.25771
14/07/27,13:00,82.8857055755,11.5223576514,2122584.288
14/07/27,13:12,84.48119679,14.0086938815,2121012.28559
14/07/27,13:24,86.0831851659,16.5020619203,2119442.11944
14/07/27,13:36,87.6981392685,19.0005546541,2117875.10872
14/07/27,13:48,89.3329211561,21.5022042972,2116312.21679
14/07/27,14:00,90.9949250286,24.0049822486,2114753.08963
14/07/27,14:12,92.6922382674,26.5067577629,2113199.53725
14/07/27,14:24,94.4360457953,29.0084935871,2111651.2069
14/07/27,14:36,96.2318251336,31.5012805382,2110109.97969
14/07/27,14:48,98.092969859,33.9856109917,2108575.79196
14/07/27,15:00,100.032225125,36.4584553273,2107049.31961
14/07/27,15:12,102.064172835,38.9163476929,2105531.40292
14/07/27,15:24,104.2056847,41.3553314849,2104022.32914
14/07/27,15:36,106.476362367,43.7707703622,2102522.92679
14/07/27,15:48,108.902321001,46.1602509063,2101033.53453
14/07/27,16:00,111.504199681,48.5110881799,2099554.85989
14/07/27,16:12,114.316511506,50.8185308446,2098087.35335
14/07/27,16:24,117.376196462,53.0730653726,2096631.4098
14/07/27,16:36,120.726243991,55.2630549514,2095187.61143
14/07/27,16:48,124.416087659,57.3742244994,2093756.19057
14/07/27,17:00,128.501341626,59.3890616792,2092337.58205
14/07/27,17:12,133.042183429,61.2861692388,2090931.70459
14/07/27,17:24,138.106253518,63.0417840646,2089539.57705
14/07/27,17:36,143.734430545,64.6205982209,2088160.65269
14/07/27,17:48,149.967505261,65.9896850364,2086796.33506
14/07/27,18:00,156.803702867,67.1106591177,2085445.36446
14/07/27,18:12,164.186060745,67.9450736008,2084108.73949
14/07/27,18:24,171.988919337,68.4591576151,2082786.70613
14/07/27,18:36,180.020683005,68.6295097543,2081478.60494
14/07/27,18:48,188.05896322,68.4474107752,2080184.93714
14/07/27,19:00,195.850898553,67.9220776495,2078905.87841
14/07/27,19:12,203.217109678,67.0772968115,2077640.61428
14/07/27,19:24,210.034289708,65.9470256063,2076389.89495
14/07/27,19:36,216.247282049,64.5697820815,2075152.98532
14/07/27,19:48,221.85587877,62.9838631068,2073929.9696
14/07/27,20:00,226.895557122,61.2243986663,2072720.89786
14/07/27,20:12,231.420486227,59.3220012711,2071524.69
14/07/27,20:24,235.496534301,57.2997491068,2070342.09679
14/07/27,20:36,239.173296585,55.1841438718,2069171.95289
14/07/27,20:48,242.511766335,52.9900342433,2068014.50953
14/07/27,21:00,245.56113272,50.7316223263,2066868.71966
14/07/27,21:12,248.364251121,48.4204106048,2065734.78854
14/07/27,21:24,250.957785312,46.0659144545,2064611.99234
14/07/27,21:36,253.37311471,43.6759032048,2063499.90378
14/07/27,21:48,255.639792739,41.2537076692,2062397.9787
14/07/27,22:00,257.774768929,38.8109896757,2061305.58003
14/07/27,22:12,259.800529259,36.3492919653,2060222.14314
14/07/27,22:24,261.733868886,33.8725384134,2059147.15558
14/07/27,22:36,263.589328772,31.3841359863,2058079.99012
14/07/27,22:48,265.379545789,28.8871450278,2057019.9168
14/07/27,23:00,267.115703319,26.384215966,2055966.45246
14/07/27,23:12,268.807667058,23.8778382318,2054918.96561
14/07/27,23:24,270.466452569,21.3670093343,2053876.59821
14/07/27,23:36,272.095826934,18.8603029144,2052838.71271
14/07/27,23:48,273.705347515,16.3564759744,2051804.41619
14/07/28,00:00,275.301838171,13.8575065013,2050772.74214
14/07/28,00:12,276.891752654,11.3652572112,2049743.71832
14/07/28,00:24,278.481186062,8.88166978736,2048716.32011
14/07/28,00:36,280.07606505,6.40862440677,2047689.42073
14/07/28,00:48,281.684182281,3.94498537811,2046663.11015
14/07/28,01:00,283.307097379,1.49908655417,2045635.66234
14/07/28,01:12,284.952545191,-0.930126991457,2044606.82202
14/07/28,01:24,286.626196017,-3.34033943583,2043575.90034
14/07/28,01:36,288.333870295,-5.72917798624,2042541.92036
14/07/28,01:48,290.08149687,-8.09401600524,2041504.06398
14/07/28,02:00,291.875217611,-10.432089473,2040462.07179
14/07/28,02:12,293.72135753,-12.7403137067,2039414.83638
14/07/28,02:24,295.629039574,-15.0183052189,2038362.37092
14/07/28,02:36,297.60020923,-17.2565479288,2037303.10499
14/07/28,02:48,299.644466231,-19.4540389583,2036236.5929
14/07/28,03:00,301.769206082,-21.6063610653,2035162.41339
14/07/28,03:12,303.982135662,-23.7087397712,2034080.41998
14/07/28,03:24,306.291091049,-25.7558474015,2032989.01108
14/07/28,03:36,308.704083393,-27.7419146636,2031888.23283
14/07/28,03:48,311.232326497,-29.6629600331,2030777.54592
14/07/28,04:00,313.877094778,-31.5071476167,2029656.16584
14/07/28,04:12,316.648800446,-33.2694352546,2028523.89125
14/07/28,04:24,319.553929504,-34.9417120997,2027380.22729
14/07/28,04:36,322.597759812,-36.5152912368,2026224.43612
14/07/28,04:48,325.783942158,-37.9810132516,2025056.838
14/07/28,05:00,329.113919354,-39.329318251,2023876.13692
14/07/28,05:12,332.586405133,-40.5504376498,2022682.62308
14/07/28,05:24,336.201512896,-41.6358789494,2021476.17978
14/07/28,05:36,339.941582419,-42.5733424941,2020256.02315
14/07/28,05:48,343.798669171,-43.3553626159,2019022.20792
14/07/28,06:00,347.756045897,-43.9739304517,2017774.71398
14/07/28,06:12,351.793049446,-44.422324423,2016513.00969
14/07/28,06:24,355.88554023,-44.6954470918,2015237.24298
14/07/28,06:36,0.00684645425308,-44.790100728,2013947.50547
14/07/28,06:48,4.13426144014,-44.7049286588,2012643.32869
14/07/28,07:00,8.22909569784,-44.44118967,2011325.35078
14/07/28,07:12,12.2699257727,-44.0019898334,2009993.26189
14/07/28,07:24,16.2324501667,-43.392345292,2008646.93379
14/07/28,07:36,20.0958054837,-42.6189113456,2007286.7624
14/07/28,07:48,23.8430869895,-41.6896496134,2005913.33097
14/07/28,08:00,27.461591339,-40.613464975,2004526.00275
14/07/28,08:12,30.9427158962,-39.3998707002,2003125.66833
14/07/28,08:24,34.2858987964,-38.0568381495,2001712.15298
14/07/28,08:36,37.4811344121,-36.5976147595,2000286.05637
14/07/28,08:48,40.534135133,-35.030124862,1998847.86781
14/07/28,09:00,43.4484309642,-33.3635758876,1997397.7322
14/07/28,09:12,46.2292626084,-31.6066700619,1995936.2052
14/07/28,09:24,48.883082092,-29.7675476462,1994463.62156
14/07/28,09:36,51.4170954769,-27.8537979013,1992980.32788
14/07/28,09:48,53.8420850066,-25.8697853446,1991486.85506
14/07/28,10:00,56.1597878691,-23.827019423,1989984.42059
14/07/28,10:12,58.3813673403,-21.728823327,1988472.84919
14/07/28,10:24,60.5147146045,-19.5805221242,1986952.96416
14/07/28,10:36,62.5675398261,-17.3869526578,1985425.11756
14/07/28,10:48,64.5472979373,-15.1525337657,1983890.49126
14/07/28,11:00,66.4611984214,-12.8812576682,1982349.46434
14/07/28,11:12,68.3161327057,-10.5768012997,1980802.18678
14/07/28,11:24,70.121034373,-8.23948427596,1979249.91461
14/07/28,11:36,71.8776814731,-5.87838430583,1977693.7244
14/07/28,11:48,73.5945957574,-3.49332444355,1976133.33664
14/07/28,12:00,75.2777499041,-1.08695486822,1974570.42928
14/07/28,12:12,76.9329901768,1.33829345511,1973005.15537
14/07/28,12:24,78.5660851046,3.78014655286,1971438.41331
14/07/28,12:36,80.1827390691,6.23643445485,1969870.95511
14/07/28,12:48,81.7907380012,8.70827427413,1968303.20399
14/07/28,13:00,83.3917619484,11.187291226,1966736.36277
14/07/28,13:12,84.9938406335,13.6747024108,1965171.1968
14/07/28,13:24,86.6031648896,16.1685858849,1963608.48414
14/07/28,13:36,88.2262294668,18.666995229,1962048.48085
14/07/28,13:48,89.8699593582,21.1679425879,1960492.01471
14/07/28,14:00,91.5417871914,23.6693520382,1958940.19827
14/07/28,14:12,93.2498555039,26.1690832384,1957393.72429
14/07/28,14:24,95.0053933036,28.6680308395,1955852.28259
14/07/28,14:36,96.8138730312,31.1572270422,1954317.92181
14/07/28,14:48,98.6887250186,33.6371157074,1952790.85807
14/07/28,15:00,100.642666156,36.1045688144,1951271.54038
14/07/28,15:12,102.690258072,38.556074102,1949760.46163
14/07/28,15:24,104.848260803,40.9875477704,1948258.57698
14/07/28,15:36,107.136088778,43.3942483441,1946766.06623
14/07/28,15:48,109.579599681,45.7736376953,1945283.59512
14/07/28,16:00,112.198906776,48.1129092386,1943812.0883
14/07/28,16:12,115.027874751,50.407194936,1942351.49159
14/07/28,16:24,118.102375024,52.6468288061,1940902.92687
14/07/28,16:36,121.463863503,54.8200783286,1939465.96246
14/07/28,16:48,125.159614496,56.9126098316,1938041.57624
14/07/28,17:00,129.242252263,58.9069770723,1936629.99708
14/07/28,17:12,133.767863487,60.7819578641,1935231.54165
14/07/28,17:24,138.798896793,62.5142235195,1933846.46383
14/07/28,17:36,144.370321174,64.0693339668,1932474.94376
14/07/28,17:48,150.516840399,65.4156009149,1931117.23755
14/07/28,18:00,157.232396001,66.5163835997,1929773.92777
14/07/28,18:12,164.459612242,67.3353080532,1928444.55647
14/07/28,18:24,172.079102567,67.8406816197,1927129.44117
14/07/28,18:36,179.91242216,68.0106012542,1925828.45917
14/07/28,18:48,187.754870857,67.8368018952,1924542.39267
14/07/28,19:00,195.371234901,67.327650682,1923270.32436
14/07/28,19:12,202.593749556,66.5051365266,1922012.67676
14/07/28,19:24,209.303606095,65.4009871642,1920769.26651
14/07/28,19:36,215.444070773,64.051555903,1919539.63903
14/07/28,19:48,221.009328295,62.4934773722,1918324.02617
14/07/28,20:00,226.028229875,60.7607193518,1917122.2602
14/07/28,20:12,230.548792031,58.8831484246,1915933.72307
14/07/28,20:24,234.63161495,56.8835663512,1914758.60598
14/07/28,20:36,238.322327022,54.788297628,1913595.84012
14/07/28,20:48,241.679042442,52.6122542468,1912445.7363
14/07/28,21:00,244.748934473,50.3697532504,1911307.80921
14/07/28,21:12,247.573446409,48.0724904223,1910181.2291
14/07/28,21:24,250.188409167,45.7300736008,1909066.1179
14/07/28,21:36,252.624547815,43.3504970883,1907961.50442
14/07/28,21:48,254.911088173,40.9372445585,1906867.3398
14/07/28,22:00,257.064726445,38.5020908057,1905782.5508
14/07/28,22:12,259.107852753,36.0467157935,1904706.99841
14/07/28,22:24,261.057219845,33.5751561322,1903639.78564
14/07/28,22:36,262.927378283,31.0909053501,1902579.99834
14/07/28,22:48,264.730976398,28.5971118255,1901527.86065
14/07/28,23:00,266.479233225,26.0965088375,1900482.30873
14/07/28,23:12,268.182102109,23.5915950153,1899442.36009
14/07/28,23:24,269.85064076,21.0814495338,1898407.95764
14/07/28,23:36,271.488646561,18.5746913964,1897377.86577
14/07/28,23:48,273.105751896,16.0701019642,1896351.33259
14/07/29,00:00,274.708834362,13.5696800854,1895328.18283
14/07/29,00:12,276.304401577,11.0753291283,1894306.87779
14/07/29,00:24,277.898638177,8.58894260241,1893287.0977
14/07/29,00:36,279.497465324,6.11249015969,1892268.27725
14/07/29,00:48,281.108801216,3.64473898132,1891249.80831
14/07/29,01:00,282.734195109,1.19410777207,1890230.42484
14/07/29,01:12,284.381465986,-1.24049298928,1889209.43824
14/07/29,01:24,286.056336931,-3.65675832449,1888186.45995
14/07/29,01:36,287.764707323,-6.0523336931,1887160.32157
14/07/29,01:48,289.512558037,-8.4246014868,1886130.56417
14/07/29,02:00,291.306130152,-10.7708233547,1885096.78582
14/07/29,02:12,293.151833914,-13.087929135,1884057.66566
14/07/29,02:24,295.058884037,-15.3755456622,1883012.99881
14/07/29,02:36,297.029403131,-17.6242205669,1881961.76551
14/07/29,02:48,299.073073187,-19.8329002895,1880903.58478
14/07/29,03:00,301.197538855,-21.9972608523,1879837.50774
14/07/29,03:12,303.410645217,-24.1124647563,1878763.09171
14/07/29,03:24,305.720546471,-26.1732656374,1877679.83905
14/07/29,03:36,308.135456125,-28.1738168353,1876587.42913
14/07/29,03:48,310.666994418,-30.1101845699,1875484.8774
14/07/29,04:00,313.316771796,-31.9704376927,1874371.43936
14/07/29,04:12,316.095620804,-33.7494917547,1873247.41912
14/07/29,04:24,319.010508743,-35.4391551472,1872111.48255
14/07/29,04:36,322.06718568,-37.0306156593,1870964.12347
14/07/29,04:48,325.269828627,-38.5145601622,1869804.22241
14/07/29,05:00,328.620340998,-39.8812267388,1868631.86288
14/07/29,05:12,332.117894748,-41.1206130803,1867446.40314
14/07/29,05:24,335.762953972,-42.223966281,1866248.0325
14/07/29,05:36,339.53799801,-43.1786388465,1865035.83597
14/07/29,05:48,343.435059425,-43.9768510883,1863810.13046
14/07/29,06:00,347.437206289,-44.6102668392,1862570.67504
14/07/29,06:12,351.523203271,-45.0718400476,1861316.77992
14/07/29,06:24,355.668180628,-45.3562070754,1860049.16808
14/07/29,06:36,359.84442652,-45.4599394294,1858767.32069
14/07/29,06:48,4.02816708253,-45.381555793,1857471.54103
14/07/29,07:00,8.17934708138,-45.1222402486,1856161.21214
14/07/29,07:12,12.2754237431,-44.6851468854,1854836.8194
14/07/29,07:24,16.2910322541,-44.0754132768,1853498.73303
14/07/29,07:36,20.2044338752,-43.2998782715,1852146.49913
14/07/29,07:48,23.9980605863,-42.366743714,1850780.64746
14/07/29,08:00,27.6588391785,-41.2851693385,1849401.35801
14/07/29,08:12,31.1779687386,-40.064954085,1848008.67655
14/07/29,08:24,34.5549179765,-38.7143240675,1846602.60946
14/07/29,08:36,37.7797531714,-37.2468216754,1845184.63088
14/07/29,08:48,40.8585200324,-35.6705690084,1843754.19983
14/07/29,09:00,43.7950856188,-33.994973077,1842311.70582
14/07/29,09:12,46.5950496346,-32.2289157693,1840857.64715
14/07/29,09:24,49.2652470742,-30.3806838686,1839392.53435
14/07/29,09:36,51.8132707024,-28.4579723404,1837916.9126
14/07/29,09:48,54.2502504873,-26.4652416412,1836431.18205
14/07/29,10:00,56.5782304693,-24.4140806222,1834935.89567
14/07/29,10:12,58.8086940234,-22.3078620523,1833431.64729
14/07/29,10:24,60.9497992572,-20.1519450879,1831919.43246
14/07/29,10:36,63.0094620787,-17.9512207977,1830398.92105
14/07/29,10:48,64.995388525,-15.7100901499,1828871.65936
14/07/29,11:00,66.9149240947,-13.4325953078,1827337.60574
14/07/29,11:12,68.7751504197,-11.1224040248,1825797.78432
14/07/29,11:24,70.5851218601,-8.77985113644,1824252.70857
14/07/29,11:36,72.3467377396,-6.41401447494,1822703.40025
14/07/29,11:48,74.0686353445,-4.02472264284,1821150.39169
14/07/29,12:00,75.7568612546,-1.61463724693,1819594.39525
14/07/29,12:12,77.4173692727,0.813829623124,1818036.10228
14/07/29,12:24,79.0559799121,3.25838016456,1816476.42772
14/07/29,12:36,80.6784619526,5.71682805978,1814915.75623
14/07/29,12:48,82.2926847145,8.19031614921,1813354.82044
14/07/29,13:00,83.9003486828,10.6704156641,1811795.00432
14/07/29,13:12,85.5095585342,13.1583799152,1810236.4095
14/07/29,13:24,87.1265197663,15.652217338,1808680.2678
14/07/29,13:36,88.7577791113,18.1499844172,1807127.01111
14/07/29,13:48,90.4102645606,20.649634066,1805577.50699
14/07/29,14:00,92.0914649004,23.1491175479,1804032.2451
14/07/29,14:12,93.8095019937,25.6462173638,1802492.24228
14/07/29,14:24,95.5756072677,28.1417797418,1800957.59939
14/07/29,14:36,97.3951876367,30.6267926713,1799429.67708
14/07/29,14:48,99.2816234476,33.1016383527,1797908.96029
14/07/29,15:00,101.247534913,35.563149733,1796396.00959
14/07/29,15:12,103.30728793,38.0077100228,1794891.32354
14/07/29,15:24,105.477392376,40.4311676934,1793395.95984
14/07/29,15:36,107.776878562,42.8286900638,1791909.84279
14/07/29,15:48,110.231088787,45.1976567021,1790433.79104
14/07/29,16:00,112.859347809,47.5252017899,1788968.64666
14/07/29,16:12,115.69444717,49.8063733972,1787514.42598
14/07/29,16:24,118.770749547,52.0314590698,1786071.97666
14/07/29,16:36,122.127696045,54.1887554685,1784641.54475
14/07/29,16:48,125.809825679,56.2640479307,1783223.49706
14/07/29,17:00,129.866130351,58.2401138563,1781818.41126
14/07/29,17:12,134.348170123,60.0962109628,1780425.96393
14/07/29,17:24,139.312946871,61.8097486047,1779047.18224
14/07/29,17:36,144.78984908,63.3474733022,1777682.11106
14/07/29,17:48,150.808691097,64.6792907032,1776330.92214
14/07/29,18:00,157.361079557,65.77051735,1774993.91633
14/07/29,18:12,164.392584519,66.5869419778,1773670.80654
14/07/29,18:24,171.793448333,67.0987272714,1772362.29726
14/07/29,18:36,179.401709731,67.285004707,1771068.16677
14/07/29,18:48,187.031742845,67.1373010988,1769788.15487
14/07/29,19:00,194.466335236,66.6623290521,1768522.51044
14/07/29,19:12,201.54795382,65.8796220777,1767271.34438
14/07/29,19:24,208.1603039,64.818146429,1766034.53388
14/07/29,19:36,214.242725261,63.5117922368,1764811.46294
14/07/29,19:48,219.782001366,61.9953341211,1763602.67524
14/07/29,20:00,224.798830235,60.3015370911,1762407.20943
14/07/29,20:12,229.333796292,58.4596293969,1761225.66233
14/07/29,20:24,233.441612343,56.4922102167,1760057.11083
14/07/29,20:36,237.163399749,54.4255437475,1758901.51253
14/07/29,20:48,240.554202924,52.2747558376,1757758.22672
14/07/29,21:00,243.659071346,50.0544097763,1756627.09548
14/07/29,21:12,246.518059629,47.7764788814,1755507.76121
14/07/29,21:24,249.166155477,45.4508383152,1754399.3844
14/07/29,21:36,251.633558775,43.0857387031,1753302.02324
14/07/29,21:48,253.949278454,40.6849103871,1752214.85515
14/07/29,22:00,256.129773072,38.2603317404,1751137.18873
14/07/29,22:12,258.197530859,35.8137998982,1750068.73386
14/07/29,22:24,260.169277087,33.3495790133,1749008.88416
14/07/29,22:36,262.059657373,30.8712716024,1747956.74947
14/07/29,22:48,263.881422287,28.3821393628,1746911.92077
14/07/29,23:00,265.64588037,25.8850179111,1745873.44373
14/07/29,23:12,267.36309945,23.3824671602,1744841.43394
14/07/29,23:24,269.044249704,20.8736516678,1743814.6492
14/07/29,23:36,270.693184734,18.367234631,1742792.03895
14/07/29,23:48,272.319641184,15.8620576199,1741773.3279
14/07/30,00:00,273.930622715,13.3600882049,1740757.59062
14/07/30,00:12,275.532662501,10.863321195,1739744.27955
14/07/30,00:24,277.132037058,8.37363381687,1738732.72263
14/07/30,00:36,278.734737423,5.89300936808,1737722.03211
14/07/30,00:48,280.348744595,3.42020860042,1736711.50241
14/07/30,01:00,281.975663156,0.96365039426,1735700.30491
14/07/30,01:12,283.623375373,-1.47776794039,1734687.43
14/07/30,01:24,285.297665139,-3.90175995194,1733672.49192
14/07/30,01:36,287.004499989,-6.30600799354,1732654.83036
14/07/30,01:48,288.749929409,-8.68791164743,1731633.38853
14/07/30,02:00,290.540255066,-11.0447487837,1730607.89925
14/07/30,02:12,292.38203302,-13.3735569839,1729577.13623
14/07/30,02:24,294.284519548,-15.6739468879,1728541.32945
14/07/30,02:36,296.250010333,-17.9365170952,1727498.47943
14/07/30,02:48,298.288323882,-20.1602619019,1726448.80384
14/07/30,03:00,300.407295195,-22.3409068142,1725391.41116
14/07/30,03:12,302.614994185,-24.4736537191,1724325.80567
